item_id,title,tags,genres,specs,developer,publisher,release_year,sentiment
i_09671,The Magic Circle Original Soundtrack,Action|Adventure|Indie|Casual|Simulation,Action|Adventure|Casual|Indie|Simulation,Single-player|Downloadable Content|Steam Achievements|Partial Controller Support,Question,Question,2015,1 user reviews
i_09672,Axiom Verge Original Soundtrack,Action|Adventure|Indie,Action|Adventure|Indie,Single-player|Downloadable Content|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud|Steam Leaderboards,Thomas Happ Games LLC,,2015,Positive
i_09673,Jigoku Kisetsukan: Sense of the Seasons,Bullet Hell|Free to Play|Anime|Indie|Shoot 'Em Up|Difficult|Great Soundtrack|Singleplayer|Shooter|Female Protagonist|2D|Action,Free to Play|Indie,Single-player|Steam Achievements|Partial Controller Support,Emad,Emad,2015,Very Positive
i_09674,Tree of Life - Upgrade to Adventurer,Indie|RPG|Massively Multiplayer,Indie|Massively Multiplayer|RPG,MMO|Downloadable Content|Steam Achievements,oddonegames,"oddonegames, neobricks",2015,Mixed
i_09675,Haywire on Fuel Station Zeta,Adventure|Indie,Adventure|Indie,Single-player|Steam Achievements|Steam Trading Cards|Partial Controller Support,Mad Goblin Games,Mad Goblin Games,2015,5 user reviews
i_09676,Force of Elements,Early Access|Free to Play|Strategy|Indie|Action|Match 3,Action|Free to Play|Indie|Strategy|Early Access,Single-player|Multi-player|Steam Achievements|Steam Trading Cards|Stats,"Wicked Fun, Inc.","Wicked Fun, Inc.",2015,Mixed
i_09677,Despair,Indie|Horror|Action|First-Person|Adventure|Atmospheric|Walking Simulator|Singleplayer|Short,Action|Adventure|Indie,Single-player|Steam Trading Cards,AGC,AGC,2015,Mostly Negative
i_09678,Angle of Attack,Simulation|Action,Action|Simulation,Single-player|Multi-player|Co-op|Partial Controller Support,3000AD,3000AD,2009,2 user reviews
i_09679,Pongo,Action|Casual|Indie|Adventure|Strategy|FPS,Action|Adventure|Casual|Indie|Strategy,Single-player|Steam Achievements|Steam Trading Cards|Stats,Drixy Games,Black Shell Media,2015,Mostly Positive
i_09680,The Body Changer Demo,Action|Adventure|Indie,Action|Adventure|Indie,Single-player|Game demo|Steam Achievements|Steam Trading Cards|Partial Controller Support|Steam Cloud|Stats|Steam Leaderboards,TheShortAndTheTall,TheShortAndTheTall,2015,1 user reviews
i_09681,Vinyl,Free to Play|Casual|Indie|Action|Music,Action|Casual|Free to Play|Indie,Single-player|Steam Achievements|Steam Leaderboards,Manipulation Machine,Manipulation Machine,2016,Mixed
i_09682,Yargis - Space Melee,Indie|Casual|Action|Adventure|Strategy|Simulation|Co-op|Top-Down|Moddable|Great Soundtrack,Action|Adventure|Casual|Indie|Simulation|Strategy,Single-player|Multi-player|Co-op|Shared/Split Screen|Steam Achievements|Steam Trading Cards|Captions available|Steam Workshop|Partial Controller Support|Steam Cloud|Stats|Includes level editor,PlazSoft,PlazSoft,2015,Mixed
i_09683,Sentinels of the Multiverse - Infernal Relics,Strategy|Indie,Indie|Strategy,Single-player|Multi-player|Co-op|Shared/Split Screen|Cross-Platform Multiplayer|Downloadable Content|Steam Achievements|Steam Trading Cards|Steam Cloud,Handelabra Games Inc.,,2015,4 user reviews
i_09684,Amygdala,Action|Indie|Adventure|Platformer,Action|Adventure|Indie,Single-player|Steam Achievements|Full controller support,MachineSpirit,MachineSpirit,2015,4 user reviews
i_09685,Slain: Back from Hell,Action|Indie|Pixel Graphics|2D|Platformer|Gothic|Great Soundtrack|Gore|Difficult|Singleplayer|Retro|Dark Fantasy|Hack and Slash|Metroidvania|Horror,Action|Indie,Single-player|Steam Achievements|Full controller support|Steam Trading Cards|Steam Leaderboards,Andrew Gilmour,Digerati Distribution,2016,Mostly Positive
i_09686,Age of Survival,Early Access|Survival|Simulation|Open World|Adventure|Multiplayer|Indie|Action|Crafting|Building|Realistic|Base Building|Sandbox|Singleplayer|Survival Horror|First-Person|Exploration|Hunting|Modern|PvP,Action|Adventure|Indie|Simulation|Early Access,Single-player|Multi-player|Steam Trading Cards|Partial Controller Support,Seattletek,Seattletek,2015,Very Negative
i_09687,All Aspect Warfare,Action|Simulation,Action|Simulation,Single-player|Multi-player|Co-op,3000AD,3000AD,2009,Mostly Negative
i_09688,Predator Simulator,Action|Adventure|Indie|Simulation,Action|Adventure|Indie|Simulation,Single-player|Partial Controller Support,GameIndica Entertainment,GameIndica Entertainment,2015,Mixed
i_09689,The Swindle,Indie|Action|RPG|Steampunk|Stealth|Platformer|Heist|Rogue-like|2D|Procedural Generation|Crime|Great Soundtrack|Rogue-lite,Action|Indie|RPG,Single-player|Steam Achievements|Full controller support,Size Five Games,Size Five Games,2015,Mixed
i_09690,Invisible Apartment Zero,Adventure|Visual Novel|Female Protagonist|Anime|Cyberpunk|2D|Hacking,Adventure,Single-player,"Jeroen van Oosten,Milan Kazarka",Vysoko Anime Production,2015,9 user reviews
i_09691,Worlds of Magic - Sorcerer Lords Pack DLC,Strategy|RPG,RPG|Strategy,Single-player|Multi-player|Co-op|Shared/Split Screen|Downloadable Content|Steam Achievements|Steam Trading Cards,Wastelands Interactive,Wastelands Interactive,2015,
i_09692,Worlds of Magic - Titans Pack DLC,Strategy|RPG,RPG|Strategy,Single-player|Multi-player|Co-op|Shared/Split Screen|Downloadable Content|Steam Achievements|Steam Trading Cards,Wastelands Interactive,Wastelands Interactive,2015,
i_09693,Cities: Skylines - After Dark,Simulation|Strategy|City Builder|Singleplayer,Simulation|Strategy,Single-player|Downloadable Content|Steam Achievements|Steam Trading Cards|Steam Workshop|Steam Cloud|Includes level editor,Colossal Order Ltd.,Paradox Interactive,2015,Very Positive
i_09694,SoulCraft,Action|RPG|Casual|Indie,Action|Casual|Indie|RPG,Single-player|Steam Achievements|Full controller support,MobileBits,Headup Games,2015,Mixed
i_09695,Shoot 'Em Up Kit,Early Access|Utilities|Animation & Modeling|Education|Design & Illustration|Shoot 'Em Up|Game Development|Software|Action|Indie,Animation &amp; Modeling|Design &amp; Illustration|Education|Utilities|Early Access,Partial Controller Support|Includes level editor,Tall Studios,Tall Studios,2015,Mixed
i_09696,Crazy Steam Bros 2 OST,Action|Indie|Casual|Free to Play,Action|Casual|Free to Play|Indie,Single-player|Shared/Split Screen|Downloadable Content|Steam Achievements|Full controller support|Steam Trading Cards|Steam Leaderboards,Ars Creativa,,2015,
i_09697,Kung Fu Panda Showdown of Legendary Legends,Action|Fighting|Nudity|Anime|Politics|Female Protagonist|Story Rich,Action,Single-player|Multi-player|Full controller support,Vicious Cycle Software,Little Orbit,2016,Mixed
i_09698,Megatect,Early Access|Sports|Action|Indie|Casual|Simulation,Action|Casual|Indie|Simulation|Sports|Early Access,Single-player|Multi-player,Timedrop Studios,Timedrop Studios,2015,Positive
i_09699,Hidden Mysteries: Titanic,Casual|Hidden Object|Point & Click,Casual,Single-player,Gunnar Games,GameMill Entertainment,2012,Mixed
i_09700,Airport Madness: World Edition,Adventure|Simulation|Casual|Strategy,Adventure,Single-player|Steam Achievements|Steam Trading Cards,Big Fat Simulations Inc.,Big Fat Simulations Inc.,2015,Very Positive
i_09701,Adventure Time: Finn and Jake Investigations,Adventure|Cartoon|Point & Click,Adventure,Single-player|Full controller support|Steam Trading Cards,Vicious Cycle Software,Little Orbit,2015,Mostly Positive
i_09702,Monstro: Battle Tactics,Indie|Strategy|Casual|Puzzle|Turn-Based|Turn-Based Tactics,Casual|Indie|Strategy,Single-player|Steam Achievements|Steam Trading Cards|Steam Cloud,Retrocade.net,Retrocade.net,2014,4 user reviews
i_09703,The Reject Soundtrack - Prelude,Indie|Casual,Casual|Indie,Single-player|Downloadable Content,Lupiesoft,Lupiesoft,2015,4 user reviews
i_09704,In Exilium - OST,Action|Adventure|RPG|Indie,Action|Adventure|Indie|RPG,Single-player|Multi-player|Cross-Platform Multiplayer|Downloadable Content|Steam Achievements|Steam Trading Cards,Conflux Games,,2015,
i_09705,Car Washer: Summer of the Ninja,Indie|Casual|Action,Action|Casual|Indie,Single-player|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud,Pen and Sword Games,Pen and Sword Games,2015,2 user reviews
i_09706,Crossfire: Dungeons,Strategy|Turn-Based Tactics|Turn-Based Strategy|Indie,Strategy,Single-player|Multi-player|Steam Trading Cards|Steam Cloud,Random Thoughts Entertainment,Random Thoughts Enterainment,2007,Mixed
i_09707,Knight & Damsel Soundtrack - Maggie McLean,Action|Indie|Casual,Action|Casual|Indie,Multi-player|Shared/Split Screen|Downloadable Content,Maggie McLean,MK-ULTRA Games,2015,
i_09708,Scourge of War: Waterloo,Strategy|Simulation|Wargame|Historical|Co-op|Tactical|Multiplayer|Singleplayer|Real-Time with Pause|Replay Value,Simulation|Strategy,Single-player|Multi-player|Co-op|Steam Trading Cards,NorbSoftDev,Slitherine Ltd.,2015,Mixed
i_09709,Let the Cat in,Free to Play|Female Protagonist|Story Rich|Cute|Indie|Great Soundtrack|Casual|Puzzle|Strategy|Family Friendly|Singleplayer|Anime|Action|Survival|Shooter|Difficult|Open World|Atmospheric|Walking Simulator|Simulation,Casual|Free to Play|Indie|Strategy,Single-player|Steam Achievements|Steam Leaderboards|Steam Turn Notifications,Eforb,Eforb,2015,Mostly Positive
i_09710,Life Of Pixel - Soundtrack,Indie,Indie,Single-player|Downloadable Content|Full controller support,Super Icon Ltd,Super Icon Ltd,2015,1 user reviews
i_09711,9 Clues 2: The Ward,Casual|Adventure|Hidden Object|Point & Click|Horror|Singleplayer|Puzzle|Mystery|Female Protagonist|2D|Indie|Family Friendly|Atmospheric|Great Soundtrack|Story Rich|Fantasy,Adventure|Casual,Single-player|Steam Achievements|Steam Trading Cards|Steam Cloud,Tap It Games,Artifex Mundi,2015,Very Positive
i_09712,Flem - Soundtrack,Action|Indie,Action|Indie,Single-player|Downloadable Content|Steam Achievements|Full controller support|Steam Trading Cards|Steam Leaderboards,Henchman &amp; Goon,,2015,
i_09713,Guns and Goblins,RPG|Indie|Casual|Simulation|Adventure,Adventure|Casual|Indie|RPG|Simulation,Single-player|Downloadable Content|Steam Achievements,"Michael Flynn,Elizabeth Flynn",,2015,2 user reviews
i_09714,Professor Why™: The Quantum Eye,Early Access|Indie|Simulation,Indie|Simulation|Early Access,Single-player|Full controller support|Steam Cloud,Professor Why,Professor Why,2015,3 user reviews
i_09715,Survarium - Explorer Pack,RPG|Action|Massively Multiplayer|Free to Play,Action|Free to Play|Massively Multiplayer|RPG,Multi-player|MMO|Downloadable Content|Steam Trading Cards,Vostok Games,Vostok Games,2015,3 user reviews
i_09716,HIS - [Fa223] Berta Hildebrand Pack,Strategy|Action|Free to Play|RPG|Casual|Simulation,Action|Casual|Free to Play|RPG|Simulation|Strategy,Single-player|Multi-player|Co-op|Downloadable Content|Partial Controller Support,GameUS Inc.,,2015,
i_09717,HIS - [Do335] Berta Hildebrand Pack,Strategy|Action|Free to Play|RPG|Casual|Simulation,Action|Casual|Free to Play|RPG|Simulation|Strategy,Single-player|Multi-player|Co-op|Downloadable Content|Partial Controller Support,GameUS Inc.,,2015,
i_09718,HIS - [Me262] Berta Hildebrand Pack,Strategy|Action|RPG|Casual|Simulation|Free to Play,Action|Casual|Free to Play|RPG|Simulation|Strategy,Single-player|Multi-player|Co-op|Downloadable Content|Partial Controller Support,GameUS Inc.,,2015,
i_09719,HIS - [J7W1] Berta Hildebrand Pack,Strategy|Action|RPG|Casual|Simulation|Free to Play,Action|Casual|Free to Play|RPG|Simulation|Strategy,Single-player|Multi-player|Co-op|Downloadable Content|Partial Controller Support,GameUS Inc.,,2015,
i_09720,HIS - [P-61C] Berta Hildebrand Pack,RPG|Casual|Simulation|Strategy|Action|Free to Play,Action|Casual|Free to Play|RPG|Simulation|Strategy,Single-player|Multi-player|Co-op|Downloadable Content|Partial Controller Support,GameUS Inc.,,2015,
i_09721,HIS - [XB-35] Julia Mackin Pack,Strategy|Action|RPG|Casual|Simulation|Free to Play,Action|Casual|Free to Play|RPG|Simulation|Strategy,Single-player|Multi-player|Co-op|Downloadable Content|Partial Controller Support,GameUS Inc.,,2015,
i_09722,HIS - [Stranraer] Supermarine Stranraer pack,Strategy|Action|RPG|Casual|Simulation|Free to Play,Action|Casual|Free to Play|RPG|Simulation|Strategy,Single-player|Multi-player|Co-op|Downloadable Content|Partial Controller Support,GameUS Inc.,,2015,
i_09723,HIS - [Kalinin K-7] Julia Mackin Pack,Strategy|Action|RPG|Casual|Simulation|Free to Play,Action|Casual|Free to Play|RPG|Simulation|Strategy,Single-player|Multi-player|Co-op|Downloadable Content|Partial Controller Support,GameUS Inc.,,2015,
i_09724,HIS - [BV P188] Julia Mackin Pack,Strategy|Action|RPG|Casual|Simulation|Free to Play,Action|Casual|Free to Play|RPG|Simulation|Strategy,Single-player|Multi-player|Co-op|Downloadable Content|Partial Controller Support,GameUS Inc.,,2015,
i_09725,HIS - [AVRO Spade] Julia Mackin Pack,Strategy|Action|Free to Play|RPG|Casual|Simulation,Action|Casual|Free to Play|RPG|Simulation|Strategy,Single-player|Multi-player|Co-op|Downloadable Content|Partial Controller Support,GameUS Inc.,,2015,
i_09726,HIS - [XB-53] Julia Mackin Pack,Strategy|Action|RPG|Casual|Simulation|Free to Play,Action|Casual|Free to Play|RPG|Simulation|Strategy,Single-player|Multi-player|Co-op|Downloadable Content|Partial Controller Support,GameUS Inc.,,2015,
i_09727,HIS - [J7W1] Dude Pack,Strategy|Action|RPG|Casual|Simulation|Free to Play,Action|Casual|Free to Play|RPG|Simulation|Strategy,Single-player|Multi-player|Co-op|Downloadable Content|Partial Controller Support,GameUS Inc.,,2015,
i_09728,Void Destroyer 2,Early Access|Strategy|Indie|Space|Space Sim|Open World|Simulation|Action|Sandbox|Sci-fi|Adventure|Pirates|Mining|Trading|Moddable|RPG,Action|Adventure|Indie|RPG|Simulation|Strategy|Early Access,Single-player|Steam Achievements|Partial Controller Support|Steam Cloud,Iteration 11,Iteration 11,2016,Very Positive
i_09729,Blacksea Odyssey,Action|Indie|Shoot 'Em Up|Twin Stick Shooter|Rogue-lite|Arcade|Top-Down Shooter|Perma Death|Procedural Generation|Shooter|Rogue-like|Destruction|RPG|Action RPG|Space|2D|Sci-fi|Crafting|Top-Down|Singleplayer,Action|Indie,Single-player|Steam Achievements|Full controller support|Stats|Steam Leaderboards,Blacksea Odyssey,Spiral Summit Games,2016,Very Positive
i_09730,The Story Goes On,Early Access|Indie|Casual|Action|Adventure|Rogue-like|Arcade|2D|Hack and Slash|Perma Death|Colorful|Singleplayer|Exploration|Action-Adventure|Difficult|Swordplay|Design & Illustration|Top-Down,Action|Adventure|Casual|Indie|Early Access,Single-player|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud,Scarecrow Arts,KISS ltd,2015,Positive
i_09731,Spectra,Indie|Racing,Indie|Racing,Single-player|Steam Achievements|Partial Controller Support|Steam Cloud,Gateway Interactive,Mastertronic,2015,Mixed
i_09732,NotGTAV,Memes|Parody|Funny|Singleplayer|Satire|Indie|Comedy|Gore|Horror|Open World|Action|Dating Sim|Difficult|Mature|Multiplayer,Casual,Single-player|Steam Achievements|Steam Trading Cards,NotGames,NotGames,2015,Very Positive
i_09733,Treeker: The Lost Glasses,Indie|Adventure|First-Person|Platformer,Adventure|Indie,Single-player|Steam Trading Cards|Partial Controller Support,"Blubox Soft,Fernando Paulo",Blubox Soft,2015,Mixed
i_09734,Tanzia,Early Access|Adventure|RPG|Indie|Action,Action|Adventure|Indie|RPG|Early Access,Single-player|Full controller support|Steam Trading Cards|Captions available|Steam Cloud|Steam Leaderboards,Arcanity Inc,Arcanity Inc,2017,4 user reviews
i_09735,Moonrise Base Game + Warden's Edition,Strategy|Action|Adventure|RPG|Casual|Free to Play,Action|Adventure|Casual|Free to Play|RPG|Strategy,Single-player|Multi-player|Cross-Platform Multiplayer|Downloadable Content,Undead Labs,Undead Labs LLC,2015,
i_09736,Moonrise Base Game + Guildmaster's Edition,Strategy|Action|Adventure|RPG|Casual|Free to Play,Action|Adventure|Casual|Free to Play|RPG|Strategy,Single-player|Multi-player|Cross-Platform Multiplayer|Downloadable Content,Undead Labs,Undead Labs LLC,2015,Mostly Negative
i_09737,Ongaku DJ Pack,Indie,Indie,Single-player|Downloadable Content|Full controller support,SmashMouth Games Ltd,SmashMouth Games Ltd,2015,
i_09738,Rocksmith® 2014 – Tesla - “Modern Day Cowboy”,Casual|Simulation,Casual|Simulation,Single-player|Shared/Split Screen|Downloadable Content|Steam Achievements|Steam Trading Cards|Partial Controller Support|Steam Cloud|Steam Leaderboards,Ubisoft - San Francisco,,2015,
i_09739,Rocksmith® 2014 – The Edgar Winter Group - “Frankenstein”,Casual|Simulation,Casual|Simulation,Single-player|Shared/Split Screen|Downloadable Content|Steam Achievements|Steam Trading Cards|Partial Controller Support|Steam Cloud|Steam Leaderboards,Ubisoft - San Francisco,,2015,
i_09740,Rocksmith® 2014 – Player Picks Song Pack,Casual|Simulation,Casual|Simulation,Single-player|Shared/Split Screen|Downloadable Content|Steam Achievements|Steam Trading Cards|Partial Controller Support|Steam Cloud|Steam Leaderboards,Ubisoft - San Francisco,,2015,
i_09741,Rocksmith® 2014 – Primus - “Jerry Was A Race Car Driver”,Casual|Simulation,Casual|Simulation,Single-player|Shared/Split Screen|Downloadable Content|Steam Achievements|Steam Trading Cards|Partial Controller Support|Steam Cloud|Steam Leaderboards,Ubisoft - San Francisco,,2015,2 user reviews
i_09742,Rocksmith® 2014 – Primus - “Tommy the Cat”,Casual|Simulation,Casual|Simulation,Single-player|Shared/Split Screen|Downloadable Content|Steam Achievements|Steam Trading Cards|Partial Controller Support|Steam Cloud|Steam Leaderboards,Ubisoft - San Francisco,,2015,2 user reviews
i_09743,Rocksmith® 2014 – Primus - “Wynona’s Big Brown Beaver”,Casual|Simulation,Casual|Simulation,Single-player|Shared/Split Screen|Downloadable Content|Steam Achievements|Steam Trading Cards|Partial Controller Support|Steam Cloud|Steam Leaderboards,Ubisoft - San Francisco,,2015,
